#  Angle     X        Y        Z
  32.513   24.000  198.000   15.000
  32.264   37.000   47.000   68.000
  32.224   24.000   72.000  188.000
  31.748  126.000  277.000  246.000
  39.936  195.000  102.000  100.000
  33.754  251.000  233.000  255.000
  41.428  109.000   57.000  288.000
  33.624  135.000  242.000  123.000
  32.237  209.000  139.000  197.000
  33.531   42.000  127.000  119.000
  35.341   10.000  229.000  224.000
  35.377  188.000   82.000  236.000
  31.456  167.000   51.000  119.000
  33.346   23.000  155.000  244.000
  35.362  276.000   37.000  106.000
  33.676  196.000   99.000  180.000
  34.032   78.000  108.000  182.000
  32.404  239.000  287.000  267.000
  32.357  273.000  109.000   28.000
  33.598   35.000   85.000  241.000
  31.821  195.000  228.000   56.000
  34.235  171.000  137.000  128.000
  31.342  244.000  167.000  225.000
  30.783   23.000   87.000  192.000
  35.319  190.000  122.000  163.000
  31.556   24.000  229.000  250.000
  31.314  179.000   80.000   52.000
  30.763   15.000  183.000  141.000
  33.211  221.000  209.000  227.000
  31.857   28.000  194.000   19.000
  35.115  163.000   23.000  113.000
  33.430  248.000   16.000  250.000
  32.240  248.000   88.000  128.000
  33.825  211.000   41.000   30.000
  33.996   55.000  210.000  260.000
  34.229  262.000  224.000  255.000
  34.875  211.000  218.000  185.000
  34.964  140.000   76.000   96.000
  35.943  171.000  256.000   72.000
  33.443  134.000   80.000   68.000
  32.149  226.000  215.000   18.000
  33.900   38.000   91.000  251.000
  32.540  184.000   83.000  260.000
  33.600   76.000  283.000  121.000
  31.816  195.000  133.000  194.000
  32.732   47.000  205.000   50.000
  33.828   18.000   78.000  207.000
  32.652  276.000  230.000   90.000
  33.744  202.000  230.000  204.000
  35.575  289.000  187.000  184.000
  33.984  198.000  256.000  278.000
  31.344  145.000  156.000  253.000
  34.166  263.000   79.000  144.000
  33.641  194.000   76.000  123.000
  33.533  261.000   56.000  147.000
  32.295  270.000  160.000   31.000
  33.460   87.000  265.000   12.000
  31.467   41.000   87.000   58.000
  31.945  224.000  269.000  182.000
  31.668  204.000  222.000   83.000
  33.472   13.000  225.000  198.000
  31.223  116.000  149.000  247.000
  33.572   63.000   69.000   62.000
  36.069  165.000  246.000   81.000
  33.732  184.000  256.000   52.000
  35.338  276.000  201.000  180.000
  35.072  153.000  180.000  257.000
  30.847  237.000   64.000  190.000
  34.286  156.000   81.000  219.000
  31.056  280.000  241.000   94.000
  35.220  132.000  257.000  188.000
  35.316   83.000  162.000   41.000
  31.826  113.000  176.000   40.000
  33.102  175.000  233.000  154.000
  32.479  264.000  270.000  180.000
  33.867  166.000   30.000  118.000
  32.415  216.000  275.000  161.000
  34.137  205.000  114.000   59.000
  35.019    9.000  168.000  261.000
  31.994  267.000   43.000  148.000
  35.063  237.000  139.000  200.000
  31.766  262.000  151.000  177.000
  33.202   62.000   68.000   64.000
  31.581  217.000  247.000  223.000
  34.463  182.000  275.000  291.000
  33.716   86.000   43.000  154.000
  32.266  246.000   55.000  135.000
  33.095  285.000  174.000  220.000
  32.680  230.000   16.000  230.000
  32.997  179.000  202.000  220.000
  32.597  107.000  156.000  284.000
  31.721  187.000  215.000  233.000
  31.626  220.000   64.000   54.000
  32.282  128.000  264.000   90.000
  37.162   60.000   86.000   71.000
  34.908  202.000  282.000  180.000
  32.238  280.000  254.000   28.000
  32.970  162.000  235.000   91.000
  32.807   32.000  289.000  271.000
  33.571   15.000   25.000   91.000
  34.724   77.000  129.000  138.000
  33.600   43.000   95.000   76.000
  32.638  194.000   15.000  144.000
  35.315  193.000   76.000   53.000
  36.785  118.000  234.000   16.000
  31.864   10.000  188.000  288.000
  33.547   31.000  143.000  239.000
  31.570  241.000   84.000  152.000
  32.223  151.000  179.000  248.000
  35.614  281.000  152.000  137.000
  32.594  156.000  116.000   14.000
  35.418  171.000  289.000   89.000
  33.732  169.000   40.000  119.000
  31.245  113.000  111.000   39.000
  31.221   53.000   99.000   84.000
  33.031  289.000   83.000  144.000
  33.002   10.000  171.000   95.000
  36.254  262.000   95.000  154.000
  31.728  143.000   18.000  255.000
  35.400   88.000  148.000   21.000
  31.918   72.000  167.000  267.000
  30.709  261.000  107.000   84.000
  32.180  197.000  181.000   88.000
  32.541   40.000   93.000   55.000
  31.694   61.000  231.000  288.000
  30.042  282.000  252.000   64.000
  35.420  189.000  265.000   38.000
  31.886   24.000   71.000  188.000
  36.351  272.000  262.000  173.000
  33.656  256.000   54.000  201.000
  33.650  116.000   71.000   43.000
  31.235  168.000  173.000   35.000
  35.261  186.000  282.000   74.000
  32.103   86.000  272.000   18.000
  31.609  276.000  208.000  270.000
  32.219  212.000  218.000  178.000
  32.589  132.000  224.000  229.000
  32.232  216.000  194.000  268.000
  33.187  110.000  184.000  115.000
  40.624   45.000  189.000  267.000
  35.604  235.000   42.000  165.000
  32.587  164.000  265.000  115.000
  32.278   89.000  191.000  180.000
  32.259   27.000  123.000   50.000
  34.163  220.000  120.000  201.000
  31.954  256.000  192.000  275.000
  33.613   28.000  248.000   24.000
  32.858  113.000  219.000  247.000
  31.379   39.000   76.000   21.000
  29.588  229.000  193.000  213.000
  32.328  203.000  169.000   69.000
  30.896  238.000  283.000  272.000
  35.889  253.000  282.000  237.000
  35.216  234.000   49.000   85.000
  34.170   21.000  214.000  101.000
  34.894   53.000  155.000  132.000
  31.166  260.000  149.000  177.000
  31.091   45.000  148.000   30.000
  31.190   97.000  161.000  283.000
  38.787   79.000  131.000  129.000
  32.300  134.000  219.000  233.000
  34.517   71.000  269.000   23.000
  31.617  185.000   30.000   37.000
  33.593  125.000  120.000  161.000
  32.763  272.000  270.000   97.000
  33.161  280.000  146.000  134.000
  31.443  130.000  233.000   35.000
  35.282   17.000  212.000  174.000
  32.899   28.000  105.000  277.000
  34.385   32.000   95.000  272.000
  32.397  271.000  257.000  175.000
  32.163  258.000  285.000  239.000
  32.540  136.000   93.000  275.000
  31.961   88.000  186.000  273.000
  35.456  266.000  178.000  280.000
  34.763  193.000  121.000   76.000
  35.300  288.000   33.000  244.000
  31.457  113.000   82.000  121.000
  33.431  120.000   21.000   58.000
  31.817  133.000  221.000  223.000
  33.584   38.000   65.000   45.000
  31.510  198.000   87.000  117.000
  35.064  195.000   13.000  252.000
  31.549  145.000  168.000  268.000
  34.709  272.000   97.000  242.000
  31.756  167.000   24.000  251.000
  32.335   70.000  255.000   72.000
  36.182  242.000  150.000  217.000
  33.365  204.000  234.000  206.000
  33.704   20.000  179.000   39.000
  32.920   71.000   63.000  158.000
  32.413  111.000   80.000  132.000
  33.887  122.000  101.000   46.000
  33.311  202.000   14.000  215.000
  30.730  205.000  209.000   70.000
  34.301  112.000  128.000  257.000
  31.901  261.000  117.000  149.000
  33.839  264.000  124.000  148.000
  34.807   88.000  215.000   68.000
  31.606  171.000  202.000  251.000
  34.958   42.000   70.000   65.000
  39.350  151.000  133.000  285.000
  31.306  230.000  216.000   32.000
  41.570  193.000  184.000  271.000
  30.901   80.000  198.000  192.000
  31.788  278.000  216.000  120.000
  36.466   59.000   86.000  127.000
  33.478  202.000   61.000   80.000
  28.852   16.000  209.000  103.000
  33.636   30.000  223.000  255.000
  30.646  287.000  166.000  201.000
  33.348  158.000  193.000  141.000
  33.858  281.000  150.000  136.000
  35.569  261.000   99.000  153.000
  36.011  194.000  227.000   59.000
  33.504   69.000  291.000  234.000
  30.436   88.000   49.000  154.000
  31.764  117.000  109.000   77.000
  35.596  185.000  284.000  112.000
  36.347  234.000  153.000  183.000
  34.650  217.000  217.000  187.000
  32.045  273.000  249.000   48.000
  34.075   71.000  155.000  147.000
  33.647  170.000   16.000  233.000
  29.687   13.000  288.000  180.000
  30.403  196.000  183.000  270.000
  30.288   61.000  113.000  279.000
  32.605  199.000  137.000  192.000
  36.838  228.000  284.000   15.000
  32.788  138.000  176.000   47.000
  35.203  103.000   44.000  214.000
  32.639  286.000  260.000  152.000
  32.290  205.000   46.000   25.000
  32.626   60.000  107.000  288.000
  33.517  161.000  243.000  143.000
  36.705   93.000  199.000  175.000
  33.403   27.000  207.000  141.000
  32.451  216.000  102.000   72.000
  33.491  212.000  264.000  155.000
  33.455   79.000  131.000  129.000
  37.660   36.000   85.000  101.000
  33.802  255.000   86.000  117.000
  35.002  176.000  260.000  284.000
  32.620   67.000   73.000   57.000
  32.103  184.000  113.000   39.000
  32.032   62.000  227.000   41.000
  31.368  282.000   31.000  223.000
  40.312  268.000   18.000   93.000
  34.361   96.000   39.000  278.000
  37.962  196.000  239.000  186.000
  36.330  256.000  244.000  243.000
  33.246  111.000  245.000   20.000
  35.044  124.000   10.000  230.000
  30.792  266.000  122.000  217.000
  37.237   72.000  187.000  285.000
  33.120  249.000  135.000  274.000
  34.187  176.000   57.000   69.000
  32.861  266.000   74.000   12.000
  40.026   25.000   82.000   31.000
  39.328  237.000  122.000   10.000
  33.791  209.000  111.000   52.000
  28.425  160.000   65.000  131.000
  33.786  180.000  253.000  115.000
  31.877  273.000  142.000   47.000
  32.179  113.000   12.000  287.000
  32.729  282.000   93.000  144.000
  35.160   74.000   54.000   30.000
  33.301  111.000  244.000   21.000
  37.842  122.000   88.000  192.000
  33.252  258.000  133.000  258.000
  32.112   61.000  289.000  100.000
  33.187  193.000   46.000   18.000
  30.042  219.000   61.000   47.000
  34.267   40.000  259.000  279.000
  35.472  228.000  226.000   90.000
  31.328  201.000  155.000   35.000
  33.283   96.000   38.000  241.000
  32.280  198.000  130.000  261.000
  39.023  249.000   54.000  136.000
  33.365   43.000   37.000  123.000
  33.508  103.000  104.000  241.000
  32.306  263.000  202.000  183.000
  32.255  112.000   91.000  113.000
  42.179   91.000  183.000   80.000
  36.050  177.000  288.000  273.000
  31.060  250.000  265.000   82.000
  34.382  119.000  205.000   46.000
  33.898  151.000  126.000  155.000
  31.954  113.000  181.000   83.000
  31.797  198.000  120.000  105.000
  32.533  268.000  224.000  182.000
  32.020  167.000  277.000  165.000
  36.722   14.000  217.000  201.000
  29.382  226.000  140.000   62.000
  33.688   52.000   34.000  214.000
  34.586  117.000  204.000   52.000
  32.447  132.000  251.000  123.000
  31.574  103.000  106.000  239.000
  34.166  111.000  242.000  206.000
  30.700  141.000  207.000  235.000
  34.140  254.000   22.000   56.000
  32.528   92.000  137.000  127.000
  31.328   72.000   45.000  247.000
  33.302  219.000   51.000  203.000
  34.865  213.000  165.000  204.000
  34.194  268.000  282.000  281.000
  34.019  276.000  229.000   90.000
  33.107  286.000   36.000   95.000
  34.066  170.000   42.000  118.000
  36.215  224.000  173.000  188.000
  35.480  209.000   48.000  117.000
  32.503  163.000  242.000  144.000
  38.504   74.000  250.000   71.000
  34.206  219.000  274.000  183.000
  33.478  260.000   75.000  197.000
  34.023  161.000  212.000   90.000
  31.916  119.000   92.000   47.000
  35.010  144.000   70.000  223.000
  37.809  164.000  252.000  147.000
  32.866   33.000  287.000  179.000
  32.803  264.000   37.000  167.000
  36.112   27.000  254.000  155.000
  34.743  284.000   35.000   12.000
  33.136  108.000  115.000  199.000
  31.963   52.000   57.000  193.000
  31.208  273.000  258.000  172.000
  33.585  287.000   83.000  141.000
  35.221  154.000   62.000  263.000
  34.611  174.000   73.000  163.000
  33.595  277.000  255.000  146.000
  35.601   89.000  250.000   85.000
  32.773   34.000   90.000  195.000
  32.055  284.000  164.000  263.000
  32.523  232.000  184.000   38.000
  32.098  140.000   43.000  208.000
  31.606   91.000  280.000   56.000
  29.596  199.000   67.000   49.000
  36.510  176.000  228.000  156.000
  34.706  216.000  280.000  180.000
  32.578  198.000  281.000  187.000
  31.802   73.000   85.000  281.000
  41.976  127.000  209.000   18.000
  32.771   80.000  174.000   47.000
  35.592  274.000  135.000  101.000
  34.192  282.000   82.000   78.000
  36.891  281.000  238.000  153.000
  31.546  206.000   21.000  222.000
  42.843   37.000   37.000   79.000
  32.672  210.000  113.000   71.000
  30.048   94.000  233.000  209.000
  32.637  205.000   94.000  218.000
  34.441  228.000   24.000   23.000
  32.297  218.000   40.000  117.000
  31.829   12.000  186.000  160.000
  32.148  276.000  256.000  147.000
  36.363  152.000  126.000  214.000
  34.882  176.000   84.000   49.000
  32.406   26.000   82.000   31.000
  34.684  191.000   85.000  289.000
  32.985  287.000  283.000  174.000
  31.815  170.000  189.000  194.000
  31.013  248.000  177.000  238.000
  33.542  173.000   50.000  123.000
  31.265  253.000   31.000   35.000
  33.779   27.000   13.000   51.000
  34.215  273.000  240.000  252.000
  33.026  273.000  231.000  130.000
  31.970   59.000   83.000   63.000
  30.781   45.000   35.000  118.000
  34.421  151.000  261.000  254.000
  30.131  140.000  160.000  242.000
  30.940   63.000   62.000   69.000
  31.993  249.000  271.000   84.000
  34.133  152.000   32.000    9.000
  30.396  275.000  252.000  149.000
  35.565   46.000   75.000  263.000
  34.398  283.000   74.000  208.000
  32.444  228.000   67.000   59.000
  33.430  277.000  165.000  265.000
  32.136  270.000  216.000  189.000
  32.229   64.000   63.000   72.000
  32.238  189.000  229.000  112.000
  30.147  230.000  165.000   17.000
  32.245  185.000  177.000  225.000
  29.723   66.000  209.000   50.000
  32.432  137.000   11.000  234.000
  34.761  241.000  108.000  238.000
  31.225  143.000  235.000   38.000
  30.369  121.000  101.000  278.000
  33.054  156.000   81.000  219.000
  31.210  105.000  265.000   28.000
  29.638   64.000  191.000  260.000
  34.776   70.000  283.000   70.000
  30.748  272.000   61.000   63.000
  32.564  160.000  113.000   65.000
  33.735  266.000  271.000   98.000
  31.664  287.000   92.000  128.000
  32.436  125.000   20.000  228.000
  34.189  153.000  247.000  130.000
  33.448   43.000   66.000   68.000
  29.951  265.000  277.000  181.000
  34.299  261.000   30.000   33.000
  34.688  172.000  171.000  281.000
  38.745  231.000   74.000  183.000
  34.121  271.000  220.000   35.000
  31.576  278.000   72.000   22.000
  31.537  180.000  241.000  120.000
  31.222  170.000   10.000  232.000
  34.486  108.000   69.000  139.000
  29.926  120.000   64.000   48.000
  34.851  216.000  259.000  200.000
  34.223  108.000   16.000   40.000
  29.947  249.000   51.000  242.000
  29.119  169.000   21.000  239.000
  33.966  265.000  264.000   24.000
  31.810  245.000   89.000  142.000
  35.368  263.000   34.000  145.000
  31.763  188.000   17.000  251.000
  31.831  238.000  105.000  143.000
  32.100  182.000  238.000  274.000
  32.370  181.000  278.000   35.000
  29.916  260.000  149.000  178.000
  32.194   31.000  244.000  252.000
  31.573  183.000   87.000  276.000
  32.027   68.000   62.000  157.000
  30.882   31.000  223.000  255.000
  29.508  272.000  264.000  179.000
  30.712   99.000  190.000   94.000
  33.599  182.000  191.000  136.000
  31.916  223.000   18.000  227.000
  32.932  244.000  182.000  206.000
  34.397  259.000  281.000  277.000
  31.013  205.000  167.000   37.000
  33.268  123.000  255.000  101.000
  35.354  268.000  184.000   82.000
  36.547  200.000  118.000  112.000
  31.550  111.000   74.000  140.000
  32.364  249.000  100.000  208.000
  30.110  101.000  287.000  236.000
  30.693  219.000  157.000  210.000
  33.360  263.000   29.000   64.000
  32.215  162.000  226.000  169.000
  31.599  217.000   10.000  275.000
  32.330   10.000   24.000   29.000
  31.352  109.000   60.000  256.000
  32.067   54.000  219.000   47.000
  31.697  110.000  233.000   22.000
  33.302  126.000   18.000  231.000
  33.921  100.000  280.000   83.000
  34.965   62.000  208.000   51.000
  34.662  251.000  278.000  201.000
  32.796   19.000  158.000  242.000
  34.399   27.000  177.000  280.000
  34.929  290.000  285.000  177.000
  32.130   41.000   31.000  122.000
  31.345  166.000  138.000  133.000
  29.631  233.000  194.000  190.000
  33.418  257.000   93.000  212.000
  31.547  246.000  180.000  238.000
  32.231   24.000   25.000  103.000
  33.185   67.000   73.000   57.000
  35.125   75.000  165.000  143.000
  33.374  125.000  215.000   32.000
  38.695  169.000   96.000  257.000
  31.103  240.000   41.000  279.000
  33.713  114.000   87.000   43.000
  34.858   61.000   63.000  259.000
  31.849  272.000  246.000   46.000
  33.828   82.000   64.000  237.000
  31.854  224.000   11.000  130.000
  33.369   61.000  112.000  280.000
  33.779   88.000  246.000  177.000
  31.404  278.000  258.000  154.000
  32.374  101.000  255.000  272.000
  31.639  266.000  212.000  255.000
  32.968  219.000  266.000  181.000
  29.817   92.000  122.000   39.000
  33.666  280.000   62.000   37.000
  31.707  283.000  174.000  278.000
  34.203  134.000   80.000   68.000
  38.556   32.000   82.000   69.000
  32.225  282.000   61.000   78.000
  31.541   14.000   60.000   86.000
  30.024   51.000   68.000   28.000
  36.461  274.000   59.000   69.000
  34.069  214.000  131.000   34.000
  35.196  239.000  159.000  194.000
  31.642   19.000   65.000  270.000
  33.761   24.000  198.000   14.000
  30.990   44.000   51.000  197.000
  32.157   45.000  231.000  264.000
  29.492  289.000  186.000  244.000
  32.436   43.000   37.000   97.000
  30.966  236.000  184.000  215.000
  31.043   88.000  147.000   25.000
  33.683   25.000  159.000  259.000
  31.928   96.000   40.000  249.000
  34.625  215.000   74.000  218.000
  31.778  211.000   34.000  254.000
  31.396   47.000  203.000  266.000
  29.508   79.000  167.000   57.000
  33.474  276.000   61.000   64.000
  33.938  181.000  179.000  202.000
  32.936   63.000  227.000   44.000
  34.032   98.000   64.000  255.000
  28.941  229.000  249.000  126.000
  30.641   89.000  250.000   86.000
  32.241  211.000   12.000  194.000
  31.429   40.000   35.000  150.000
  31.984  120.000  279.000  260.000
  33.336  185.000   68.000  278.000
  31.826  189.000  187.000  164.000
  28.001  219.000  273.000  163.000
  30.776  101.000  114.000  194.000
  30.779   44.000  251.000  276.000
  31.480  271.000  197.000   73.000
  32.159  278.000  230.000  274.000
  30.670  100.000  234.000  213.000
  32.805  163.000  221.000  184.000
  31.978   11.000   64.000   88.000
  31.704   70.000  273.000   91.000
  35.578  237.000   55.000  246.000
  31.747   19.000  225.000  252.000
  29.671  169.000  200.000  270.000
  31.747  224.000  127.000   67.000
  33.687   32.000   88.000   71.000
  32.181  255.000   87.000  115.000
  32.316  201.000   31.000   78.000
  34.330  171.000  176.000  185.000
  32.657  121.000  183.000  284.000
  32.818  223.000   39.000   36.000
  30.551  270.000   17.000   22.000
  28.991  139.000   73.000  131.000
  35.053   37.000  153.000  206.000
  29.444  245.000  141.000  247.000
  30.481  268.000  185.000  286.000
  32.997  239.000  184.000   76.000
  30.679  253.000  106.000  145.000
  31.207  266.000  166.000  132.000
  33.999  156.000  205.000  235.000
  32.820  192.000   69.000  235.000
  47.300  290.000  278.000  192.000
  31.413   41.000  263.000  290.000
  34.538  211.000   46.000  191.000
  32.305  143.000   81.000  124.000
  31.911  259.000    9.000   50.000
  32.945  188.000   91.000  184.000
  32.451  149.000  259.000  253.000
  33.143  279.000  243.000   40.000
  32.262  274.000  258.000  155.000
  31.774  185.000  225.000  262.000
  31.247   21.000  139.000  246.000
  32.427  168.000   77.000  219.000
  30.227   89.000  101.000  169.000
  32.833   13.000   57.000  135.000
  31.378  124.000  159.000  195.000
  30.351  199.000  117.000  107.000
  32.979  152.000  273.000  121.000
  32.684   62.000   91.000  256.000
  31.953  167.000  202.000   88.000
  35.375   33.000  290.000  276.000
  32.377  222.000  105.000  105.000
  34.065  191.000  233.000  190.000
  30.622   22.000  121.000   41.000
  31.772   32.000   97.000   20.000
  32.104  267.000  180.000  115.000
  32.744  270.000  240.000  116.000
  34.347  149.000  132.000  193.000
  32.862  271.000  219.000   85.000
  31.203  161.000  117.000   32.000
  30.978  233.000   14.000  163.000
  31.804  111.000  141.000   27.000
  30.705   50.000   61.000  176.000
  32.353  213.000   12.000  278.000
  33.380   92.000   75.000  289.000
  31.352    9.000  164.000   34.000
  34.143  255.000  146.000  185.000
  34.072  201.000  167.000  227.000
  32.769  262.000  121.000  147.000
  32.344  254.000  139.000  257.000
  32.368  125.000  220.000  252.000
  34.864  221.000  167.000    9.000
  33.784  180.000   77.000   81.000
  32.473   84.000  252.000  160.000
  34.175  108.000  178.000  279.000
  33.762   30.000  218.000   90.000
  31.846  275.000   61.000   27.000
  39.962  180.000  253.000  116.000
  31.574  181.000   65.000   68.000
  30.295  271.000   87.000  144.000
  32.754  199.000  211.000   71.000
  29.002   56.000  135.000  140.000
  33.245  231.000  270.000   63.000
  33.441  276.000   93.000   20.000
  32.241  195.000   73.000   21.000
  33.055  214.000  275.000   56.000
  31.174  234.000  193.000  186.000
  34.084  237.000  109.000  143.000
  32.451   39.000   92.000   54.000
  31.655  123.000  259.000   93.000
  35.440  150.000  253.000  276.000
  33.951  193.000  191.000  275.000
  40.921  188.000  216.000  259.000
  37.576  156.000  135.000   18.000
  33.464  167.000   35.000  120.000
  33.825  265.000   25.000  206.000
  30.973  101.000   64.000  249.000
  32.404  215.000  102.000  189.000
  41.411  133.000  221.000  224.000
  34.675  264.000  121.000  221.000
  32.005   94.000  279.000   53.000
  32.143   15.000   30.000   89.000
  32.860   52.000  119.000  172.000
  31.886  119.000  153.000  198.000
  31.046  208.000  111.000   37.000
  35.389  103.000  199.000  167.000
  41.776  207.000   79.000   31.000
  34.133   11.000  182.000  162.000
  33.917  179.000  262.000   98.000
  33.985   62.000   85.000  263.000
  37.839   14.000  287.000  181.000
  30.191   15.000  181.000  163.000
  33.979  174.000   67.000  155.000
  33.697  256.000  281.000  235.000
  32.190  205.000   98.000  217.000
  34.501  150.000  146.000   94.000
  34.684  131.000  251.000  123.000
  30.583  255.000   53.000  202.000
  29.795   84.000   28.000  180.000
  32.403  137.000  122.000   82.000
  34.054  141.000   72.000   96.000
  31.653  207.000  177.000  211.000
  29.798  107.000  237.000  195.000
  34.006  259.000  256.000  273.000
  31.460  106.000  178.000  163.000
  34.148  183.000  253.000   52.000
  29.939  108.000   89.000   54.000
  32.248  110.000  230.000   76.000
  34.039  252.000   19.000   40.000
  34.281   89.000   47.000  248.000
  35.806  203.000  162.000   37.000
  32.412  250.000  154.000   73.000
  33.321  126.000   23.000   42.000
  30.302  190.000  146.000  201.000
  31.173   17.000   51.000   71.000
  33.994  288.000  174.000  194.000
  36.648  178.000   94.000  162.000
  32.278  290.000  290.000   66.000
  35.824   68.000   72.000   56.000
  30.471  260.000   48.000  147.000
  33.882  249.000   97.000   10.000
  33.499   49.000  112.000  289.000
  33.238   20.000  113.000  171.000
  33.025   64.000  273.000  172.000
  34.078  119.000  209.000  248.000
  34.312  261.000  145.000   17.000
  31.198  144.000  233.000   63.000
  30.921   13.000  164.000   40.000
  37.228  247.000  176.000  226.000
  30.571   91.000   18.000  280.000
  33.058  203.000   87.000   73.000
  30.034  230.000   25.000   85.000
  33.054   36.000  215.000  161.000
  34.308  165.000  242.000  234.000
  31.220   47.000   55.000  168.000
  33.222   55.000   83.000  134.000
  30.776  101.000  255.000  274.000
  32.683   62.000   67.000   71.000
  33.628  285.000   32.000  247.000
  33.222  121.000  286.000  142.000
  33.320  272.000  200.000  125.000
  33.736  251.000   52.000  213.000
  33.310  208.000  247.000  148.000
  34.289   43.000  178.000  202.000
  34.606  153.000  225.000  148.000
  32.601  179.000  244.000  120.000
  34.017  172.000  191.000   55.000
  31.384  234.000   82.000   70.000
  33.207  153.000   18.000  168.000
  34.401  188.000  265.000  113.000
  32.154  132.000  224.000  205.000
  29.869  172.000   65.000   99.000
  32.538  276.000  214.000  120.000
  31.449   41.000  122.000  112.000
  32.883   89.000  114.000   67.000
  29.879  270.000  108.000  240.000
  32.140  258.000  192.000  274.000
  32.549  252.000   84.000   80.000
  33.289  225.000  174.000  146.000
  32.095  283.000  169.000  265.000
  33.216  277.000  165.000  265.000
  33.023  203.000  154.000   15.000
  33.119  209.000  273.000   54.000
  31.413  274.000  104.000  263.000
  32.150   15.000   17.000  141.000
  33.427  122.000   66.000   48.000
  30.324  120.000   63.000   49.000
  32.114  220.000  275.000  177.000
  26.572  226.000   52.000  156.000
  32.445  199.000  131.000  197.000
  33.620   53.000   77.000  254.000
  32.793  187.000  270.000  110.000
  32.070  119.000   86.000  236.000
  31.270  270.000  219.000   29.000
  23.376   63.000  201.000  268.000
  32.441   31.000  135.000   75.000
  32.022  111.000  145.000   88.000
  33.350   32.000  221.000  256.000
  29.400  242.000   24.000  118.000
  28.074   19.000  114.000   51.000
  38.125  227.000  103.000  106.000
  32.373   69.000  159.000   28.000
  31.971   85.000  266.000   22.000
  35.023  110.000  237.000   16.000
  29.550  270.000   68.000   21.000
  33.912  251.000  174.000   34.000
  33.191  215.000  264.000  165.000
  33.738   23.000   25.000   32.000
  34.713  186.000  117.000  282.000
  33.286  284.000  146.000  257.000
  24.530   82.000  289.000  151.000
  31.162   25.000   85.000  190.000
  34.716  204.000  284.000   55.000
  25.557  108.000   68.000  139.000
  32.352  213.000   69.000  160.000
  34.046  226.000   71.000   60.000
  34.806   47.000   75.000   13.000
  31.138   88.000  273.000   17.000
  32.221  196.000   61.000   13.000
  34.366  253.000  273.000  182.000
  31.332  255.000  251.000   12.000
  33.109  247.000  181.000  217.000
  31.500  236.000  173.000   12.000
  31.092  241.000   40.000  245.000
  34.771  132.000  264.000  173.000
  31.052   15.000   26.000   25.000
  38.667  112.000   86.000   44.000
  31.764  126.000  276.000  245.000
  31.948  273.000  158.000  123.000
  31.700   87.000  159.000  153.000
  34.867  210.000  127.000   23.000
  31.236  188.000   15.000   66.000
  32.546   17.000   20.000  140.000
  33.796  143.000  125.000   91.000
  32.712  241.000  118.000  173.000
  35.342  228.000  242.000  269.000
  28.839   60.000  131.000   82.000
  32.206  162.000   82.000  237.000
  41.027  205.000  157.000  230.000
  33.050  223.000  268.000   10.000
  32.422  169.000   72.000   95.000
  32.266  291.000  118.000  125.000
  28.120   73.000  271.000   91.000
  32.306  181.000  212.000   82.000
  35.806   68.000   68.000   67.000
  34.467   62.000   50.000   56.000
  37.747  219.000   26.000  222.000
  31.951  171.000  175.000  171.000
  34.547   31.000  245.000  250.000
  33.419   52.000   53.000  160.000
  31.213  268.000  169.000   87.000
  30.211   21.000   22.000  144.000
  30.609  231.000  159.000  227.000
  31.797  170.000  136.000  134.000
  27.999  204.000  283.000   60.000
  29.102  156.000  257.000  111.000
  31.312  166.000  280.000  163.000
  33.912  112.000  221.000  249.000
  33.470   38.000   31.000   99.000
  34.776  142.000   17.000  203.000
  30.033  185.000  227.000   92.000
  30.429   36.000   70.000   51.000
  33.740   54.000  113.000  166.000
  35.353  229.000  191.000  209.000
  32.262  110.000  266.000    9.000
  28.726   90.000  146.000   28.000
  30.825  130.000  279.000  165.000
  31.457  284.000  211.000  190.000
  32.042   79.000   69.000   40.000
  33.736  181.000   10.000   46.000
  33.034  189.000   28.000   39.000
  31.037  275.000  255.000  105.000
  29.634   38.000   46.000  277.000
  31.291    9.000  152.000  122.000
  31.743  278.000  239.000   35.000
  33.556  174.000   87.000  158.000
  30.859   67.000  183.000   66.000
  31.226  222.000  135.000  227.000
  33.442  257.000  284.000  237.000
  32.862  133.000  259.000  173.000
  34.872  171.000   62.000   92.000
  32.722   62.000  240.000  287.000
  31.592   40.000  238.000  265.000
  32.362   33.000   31.000  157.000
  41.973  211.000   80.000  214.000
  34.664  208.000  175.000  210.000
  36.200  141.000  181.000  234.000
  39.053  281.000  158.000  133.000
  34.802  271.000  117.000  218.000
  30.330  197.000   43.000  253.000
  30.999  236.000  234.000   18.000
  32.352  205.000  211.000   70.000
  31.215   55.000   79.000   68.000
  31.126  198.000   84.000   11.000
  31.375   73.000   72.000   58.000
  32.973  182.000  290.000  117.000
  31.980   13.000  101.000  104.000
  31.967  202.000   77.000   23.000
  33.939  116.000  136.000  129.000
  35.357  266.000   32.000   67.000
  32.384  234.000   13.000  168.000
  32.915  279.000  250.000   28.000
  30.967   12.000  165.000  200.000
  31.678   45.000   18.000  141.000
  31.323   32.000   26.000  229.000
  27.618  204.000   35.000  261.000
  32.963  286.000   35.000  230.000
  32.149  189.000   83.000  283.000
  27.383  112.000  219.000  173.000
  31.110  195.000  222.000   51.000
  34.587  273.000  141.000  235.000
  33.065  261.000  102.000  276.000
